,Fullname,IsCenter,ID
380,江西万华环保材料有限公司,False,380
381,江西水泥有限责任公司,False,381
382,江西省建材科研设计院有限公司,False,382
383,江西恒立新型建材有限责任公司,False,383
384,江西璞晶新材料有限公司,False,384
385,中国铝业股份有限公司青海分公司,False,385
386,安徽华聚新材料有限公司,False,386
387,中国有色金属工业第六冶金建设有限公司,False,387
388,中油中铝(大连)石油化工有限公司,False,388
389,昆明冶金研究院有限公司,False,389
390,云南驰宏资源综合利用有限公司,False,390
391,中铝国际(天津)建设有限公司限公司,False,391
392,四川里伍铜业股份有限公司,False,392
393,中铝秘鲁铜业公司,False,393
394,中铝物流集团有限公司,False,394
395,中铜(昆明)铜业有限公司,False,395
396,中铝物流集团中州有限公司,False,396
397,中国有色金属工业昆明勘察设计研究院有限公司,False,397
398,中国云南国际经济技术合作有限公司,False,398
399,香港鑫晟贸易有限公司,False,399
400,九龙县雅砻江矿业有限责任公司,False,400
401,中铝工业服务有限公司,False,401
402,中铝集团及其他所属企业,False,402
403,中铝物流集团重庆有限公司,False,403
404,云南铜业科技发展股份有限公司,False,404
405,青海鸿鑫矿业有限公司,False,405
406,云南云铜锌业股份有限公司,False,406
407,中铜华中铜业有限公司,False,407
408,中铝洛阳铜加工有限公司,False,408
409,凉山矿业股份有限公司,False,409
410,玉溪晨兴矿冶科技开发有限公司,False,410
411,河南华顺天成科技有限公司,False,411
412,河南长兴实业有限公司,False,412
413,云南铜业矿产资源勘查开发有限公司,False,413
414,长沙有色冶金设计研究院有限公司,False,414
415,云南思茅山水铜业有限公司,False,415
416,其他关联方,False,416
417,新疆中泰(集团)有限责任公司及其下属子公司,False,417
418,江苏江锅智能装备股份有限公司,False,418
419,淮安华昌固废处置有限公司,False,419
420,攀钢集团攀枝花聚钛科技有限公司,False,420
421,攀钢集团矿业有限公司,False,421
422,四川攀研技术有限公司,False,422
423,攀钢集团西昌钢钒有限公司,False,423
424,攀钢集团攀枝花钢钒有限公司,False,424
425,攀钢集团攀枝花新白马矿业有限责任公司,False,425
426,鞍钢股份有限公司,False,426
427,攀港有限公司,False,427
428,攀钢集团(攀枝花)钛金属材料有限公司,False,428
429,其他同受公司实际控制人控制的公司,False,429
430,伊宁县新兴农林综合开发专业合作社,False,430
431,际华三五四二纺织有限公司,False,431
432,南京际华三五二一环保科技有限公司,False,432
433,际华三五二二装具饰品有限公司,False,433
434,际华三五一一实业有限公司,False,434
435,天津金汇药业集团有限公司,False,435
436,秦皇岛际华三五四四鞋业有限公司,False,436
437,南京际华五三零二服饰装具有限责任公司,False,437
